rw_delta,ww_delta,alt_barr,data_deps,num_read,num_writes,num_ops,num_rw_time_edges,num_ww_time_edges,num_time_edges,num_harmful,num_commute,num_races,num_covered,num_per_pkt_races,num_per_pkt_inconsistent,num_per_pkt_inconsistent_covered,num_per_pkt_entry_version_race,num_per_pkt_inconsistent_no_repeat
0,0,True,True,1193,55,1248,7509,200,7709,0,14810,14810,0,0,0,0,0,0
0,0,False,True,1193,55,1248,7491,160,7651,0,14798,14798,0,0,0,0,0,0
1,1,True,True,1193,55,1248,7315,157,7472,237,14810,15047,0,59,28,0,31,23
1,1,False,True,1193,55,1248,7297,120,7417,234,14798,15032,0,59,28,0,31,23
2,2,False,True,1193,55,1248,7089,75,7164,487,14798,15285,7,81,46,0,35,31
2,2,True,True,1193,55,1248,7107,112,7219,490,14810,15300,7,81,46,0,35,31
3,3,False,True,1193,55,1248,6876,48,6924,727,14798,15525,16,98,55,0,43,45
3,3,True,True,1193,55,1248,6887,77,6964,745,14810,15555,16,98,55,0,43,45
4,4,True,True,1193,55,1248,6629,45,6674,1035,14810,15845,25,117,67,1,49,48
4,4,False,True,1193,55,1248,6621,22,6643,1008,14798,15806,38,117,67,6,44,48
5,5,False,True,1193,55,1248,6383,18,6401,1250,14798,16048,74,132,74,9,49,50
5,5,True,True,1193,55,1248,6389,30,6419,1290,14810,16100,32,132,74,0,58,49
6,6,False,True,1193,55,1248,6137,9,6146,1505,14798,16303,118,147,89,12,46,60
6,6,True,True,1193,55,1248,6140,15,6155,1554,14810,16364,33,147,89,0,58,57
7,7,True,True,1193,55,1248,5875,6,5881,1828,14810,16638,36,172,107,0,65,56
7,7,False,True,1193,55,1248,5873,0,5873,1778,14798,16576,158,172,107,16,49,59
8,8,True,True,1193,55,1248,5616,3,5619,2090,14810,16900,40,190,121,0,69,70
8,8,False,True,1193,55,1248,5614,0,5614,2037,14798,16835,196,190,121,26,43,73
9,9,False,True,1193,55,1248,5335,0,5335,2316,14798,17114,240,209,132,31,46,70
9,9,True,True,1193,55,1248,5336,0,5336,2373,14810,17183,46,209,132,0,77,67
10,10,False,True,1193,55,1248,5053,0,5053,2598,14798,17396,282,223,142,34,47,73
10,10,True,True,1193,55,1248,5053,0,5053,2656,14810,17466,55,223,142,0,81,68
inf,inf,False,True,1193,55,1248,0,0,0,7651,14798,22449,1279,515,341,153,21,29
inf,inf,True,True,1193,55,1248,0,0,0,7709,14810,22519,135,515,341,0,174,24
